squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,category,priceClass
91109,59,0,0,46,80573,7,7,2005,1,1,1221,6533,930,0,5,Basic,very_high
96708,48,0,0,65,42834,8,8,2009,1,1,3964,7743,871,0,2,Basic,very_high
14641,25,1,1,36,78574,5,2,2019,1,1,8063,9949,535,0,5,Luxury,very_low
76658,24,1,1,7,10408,7,8,2020,1,1,9433,6604,286,1,3,Luxury,high
48825,41,0,0,25,83970,2,4,2000,1,0,7897,7315,354,0,9,Basic,medium
16873,88,1,0,61,23484,4,7,2000,0,0,1738,6185,792,0,7,Basic,very_low
8096,90,1,0,27,30060,4,6,1992,0,1,2672,3488,762,0,1,Basic,very_low
79583,26,1,1,26,29959,8,9,2010,0,0,5971,3016,945,0,4,Basic,high
2501,79,0,1,28,60370,8,2,2018,1,1,6275,3031,866,1,0,Basic,very_low
17241,98,1,1,7,58838,9,2,2001,0,1,8505,819,238,0,8,Basic,very_low
40934,51,0,0,41,30430,6,9,2018,1,1,1270,185,530,0,7,Basic,medium
20469,43,1,0,77,19825,7,4,2003,0,0,3682,1403,809,1,6,Basic,low
54550,94,0,1,59,5827,9,8,1997,0,1,4482,2989,486,0,5,Basic,medium
60305,88,1,1,90,24189,1,3,2019,1,0,6297,5170,925,1,7,Luxury,high
93186,72,0,1,55,29704,5,7,1999,1,1,9578,1022,324,0,6,Basic,very_high
45403,29,1,1,6,31613,10,7,2002,0,1,6257,4430,543,0,8,Basic,medium
71657,2,0,1,42,42600,6,3,2012,1,0,6036,9248,577,0,7,Basic,high
17673,92,0,0,51,30693,8,10,2013,1,0,6748,2558,268,1,3,Basic,very_low
8677,63,0,1,61,41695,10,1,1996,0,0,927,579,839,0,3,Basic,very_low
32633,71,1,1,16,65110,4,8,2020,1,1,7978,4662,526,0,9,Luxury,low
96016,48,0,1,35,76744,6,4,1998,0,1,269,1613,300,1,1,Basic,very_high
6049,99,0,0,37,21569,7,7,2000,0,1,3872,4019,944,0,8,Basic,very_low
82275,70,0,0,59,77570,2,10,2012,0,1,5408,6981,551,1,0,Basic,very_high
43432,44,0,1,34,780,1,4,2010,1,0,2077,3329,377,0,6,Basic,medium
36563,46,0,0,4,69259,5,7,2001,1,0,5100,5645,154,1,10,Basic,low
6597,10,1,0,83,10926,5,4,2014,0,0,3945,945,468,1,10,Basic,very_low
44862,99,0,1,68,58122,7,5,1992,0,0,9383,3076,631,0,3,Basic,medium
60854,27,1,0,30,53332,10,7,2019,0,0,8561,2872,434,1,1,Basic,high
55238,86,0,1,63,39533,7,8,2018,1,1,5472,1020,947,1,7,Basic,medium
54111,7,1,1,58,80658,1,10,2016,1,0,6646,6687,261,0,4,Luxury,medium
79380,51,0,1,50,64269,5,9,2004,0,1,9140,6886,280,1,3,Basic,high
76918,24,0,0,27,69849,3,5,2021,0,1,4821,9985,438,1,8,Basic,high
92264,72,1,1,26,7812,6,3,1995,1,0,6972,3804,828,1,8,Luxury,very_high
94540,98,1,1,20,74321,2,1,2012,1,0,5199,1873,568,0,2,Luxury,very_high
96654,43,1,1,34,3044,7,7,2016,1,1,130,4842,680,1,0,Luxury,very_high
98767,58,1,0,80,4181,5,7,1997,1,0,7301,7232,452,0,10,Basic,very_high
60774,97,0,0,93,92034,10,8,2017,0,0,7979,5039,510,0,1,Basic,high
38030,53,0,0,4,13524,5,2,1990,1,1,7981,841,564,0,2,Basic,low
39307,19,0,1,55,59330,9,3,1999,0,0,4625,376,571,1,2,Basic,low
21208,91,1,0,13,21708,5,1,2011,0,0,7107,235,614,0,4,Basic,low
8682,26,1,0,55,83971,4,8,1991,0,1,3549,4686,574,0,9,Basic,very_low
70213,9,0,1,32,15250,6,8,1991,1,0,3866,9959,322,1,2,Basic,high
76669,71,0,1,3,14240,7,1,2001,1,0,7113,2210,294,1,5,Basic,high
30510,55,1,1,16,85114,7,3,1993,0,0,256,852,750,1,7,Basic,low
69375,6,1,1,96,30297,4,3,2003,0,0,9878,7270,954,0,10,Basic,high
71630,5,1,0,45,82464,1,4,1996,1,0,2176,1444,973,0,7,Basic,high
43586,12,1,0,96,16475,2,6,2015,0,0,6790,8376,626,0,7,Basic,medium
81974,86,1,0,78,88702,10,2,2013,0,1,2472,335,535,1,1,Basic,very_high
59361,29,0,0,76,73905,3,8,2010,1,0,5418,5831,827,0,0,Basic,medium
8977,51,0,1,56,6990,6,1,2015,1,0,6239,8870,149,0,9,Basic,very_low
78546,92,0,1,84,52906,10,6,1991,0,1,978,3244,530,1,4,Basic,high
86419,3,0,0,51,54642,9,7,1996,1,0,5149,176,284,0,9,Basic,very_high
45790,36,1,1,4,80166,5,10,2015,1,1,7987,9541,953,0,0,Luxury,medium
26916,70,1,1,97,56653,1,7,2020,1,1,3944,4600,823,0,5,Luxury,low
46042,52,0,0,74,45861,9,8,2015,1,0,65,9506,946,0,5,Basic,medium
65662,78,0,1,34,5863,5,10,1993,0,1,8300,6137,911,1,2,Basic,high
71541,71,1,1,44,72847,7,3,2015,1,0,8881,4053,302,1,6,Luxury,high
54847,38,1,1,39,96819,4,4,2020,1,0,5929,2894,395,0,7,Luxury,medium
3796,28,1,1,86,86437,6,2,2004,1,1,4418,8464,412,1,7,Luxury,very_low
61295,43,0,1,76,39034,6,1,1995,0,0,8048,688,329,1,0,Basic,high
84154,70,0,0,83,24336,4,3,2008,0,1,7318,6920,890,0,6,Basic,very_high
83033,36,1,0,75,75420,1,9,2006,1,1,5037,9511,164,0,5,Basic,very_high
26389,85,0,1,39,78917,10,10,1993,1,0,4738,4543,904,1,9,Basic,low
54469,53,0,0,88,42993,2,5,1999,0,1,9629,1626,178,0,3,Basic,medium
84740,32,0,1,73,9446,9,4,1992,0,0,9012,1846,691,1,5,Basic,very_high
25275,61,1,1,4,77195,10,4,2021,0,1,8279,9423,271,0,9,Basic,low
37822,23,0,0,71,28785,4,10,2011,1,1,384,9476,814,1,9,Basic,low
51521,13,0,0,3,82475,9,2,1999,0,1,818,4134,672,0,3,Basic,medium
89168,7,0,1,68,22649,9,6,2021,1,0,8588,3924,982,1,4,Basic,very_high
66057,33,0,1,48,53247,10,3,2013,1,0,7500,9763,125,1,7,Basic,high
70968,60,1,0,16,63631,6,5,2005,1,1,9015,4686,129,0,4,Basic,high
23009,41,0,0,71,6742,7,8,2018,1,0,1541,8813,674,1,1,Basic,low
88648,99,1,0,34,87239,4,9,2001,0,1,7161,5574,996,0,8,Basic,very_high
88329,22,1,1,20,54300,2,8,2004,0,0,9532,5702,836,0,6,Basic,very_high
15723,100,0,1,5,58404,6,4,2017,0,0,2554,6862,253,1,3,Basic,very_low
58576,32,1,1,91,41433,5,5,2018,1,0,4552,4497,876,1,5,Luxury,medium
92963,37,0,1,91,24358,2,2,2021,0,1,6285,3262,516,0,0,Basic,very_high
51434,64,0,0,23,79754,10,2,2012,1,1,2080,9575,753,0,7,Basic,medium
36988,97,0,1,87,159,1,9,2007,1,1,7454,1792,546,1,2,Basic,low
17673,92,0,0,51,30693,8,10,2013,1,0,6748,2558,268,1,3,Basic,very_low
80995,63,1,0,100,59502,2,4,2009,0,1,8042,6601,182,0,2,Basic,very_high
2523,12,1,1,67,75753,3,10,2015,1,1,150,473,949,1,1,Luxury,very_low
1097,31,0,0,66,49603,7,5,2020,1,0,2597,6667,110,1,8,Basic,very_low
49898,50,0,1,87,23555,1,8,2000,0,1,6421,4363,333,1,8,Basic,medium
97857,20,0,1,61,85973,10,8,2007,1,1,4407,2771,684,1,8,Basic,very_high
24390,75,1,0,44,70527,10,9,1992,0,0,7295,6840,235,0,1,Basic,low
42469,26,0,1,77,74056,4,7,2016,0,0,6642,3604,992,0,9,Basic,medium
32974,12,1,1,50,13197,8,8,2018,1,1,952,7601,859,1,5,Luxury,low
33700,69,0,1,30,85765,2,7,1995,1,1,439,8146,649,1,3,Basic,low
8977,53,0,1,62,91218,1,3,2014,0,0,5865,7112,250,1,5,Basic,very_low
87603,45,0,0,31,72028,2,4,2019,1,0,5175,7284,684,0,4,Basic,very_high
19745,72,0,0,28,56361,4,2,2003,0,1,5194,6960,934,1,1,Basic,very_low
65583,76,0,0,59,9107,7,8,2001,1,0,4577,5742,665,0,0,Basic,high
79744,36,1,0,50,92605,4,8,2012,1,1,1480,4074,108,1,0,Basic,high
79628,60,1,0,59,64099,3,3,2003,0,1,8615,7957,752,1,6,Basic,high
56073,11,0,0,10,82604,3,10,2011,0,1,3613,7184,596,1,3,Basic,medium
93002,53,0,0,52,65917,4,2,1992,1,1,7998,9106,962,1,9,Basic,very_high
12700,91,0,1,71,46665,6,4,1994,1,0,1867,7473,436,1,1,Basic,very_low
47373,80,0,1,60,91272,5,1,1997,0,0,3801,7674,223,0,8,Basic,medium
99536,98,0,0,32,81518,6,4,1992,0,0,3710,4852,360,0,5,Basic,very_high
37174,4,1,0,28,47230,7,8,1990,1,0,6526,907,775,0,8,Basic,low
52264,50,1,1,89,83169,3,6,2006,1,1,491,4498,981,1,10,Luxury,medium
87873,66,0,1,50,4980,3,7,2017,0,0,1769,9857,381,1,5,Basic,very_high
17705,66,1,0,94,14128,4,6,2003,0,0,8332,1289,866,0,0,Basic,very_low
41212,31,0,0,98,83668,3,5,2013,1,0,9750,7409,423,0,0,Basic,medium
43441,42,0,1,45,45828,5,10,2000,1,1,2301,3183,954,1,10,Basic,medium
32765,59,0,1,97,43355,10,8,2013,0,0,890,1664,285,0,0,Basic,low
87840,77,0,0,69,21101,10,9,2003,1,1,7475,4830,752,1,2,Basic,very_high
13982,75,1,1,71,93680,10,5,2016,1,0,462,8938,564,1,6,Luxury,very_low
34213,78,0,0,52,83036,9,8,2010,1,0,6992,8442,754,0,7,Basic,low
76732,1,1,1,50,52487,9,4,1999,0,1,3935,4050,455,1,5,Basic,high
55707,7,0,0,33,55496,5,7,2014,0,1,9279,1236,417,1,3,Basic,medium
60826,54,1,0,30,82621,3,2,2016,0,0,8428,5008,296,0,0,Basic,high
78916,18,1,0,8,54200,10,8,2009,1,0,7306,4032,242,0,5,Basic,high
17615,13,0,1,88,34394,8,6,2008,1,0,7569,584,687,1,5,Basic,very_low
57552,99,1,0,19,79570,1,6,1993,1,0,445,7991,134,1,4,Basic,medium
36842,15,0,0,36,66656,6,1,2013,0,0,7010,113,855,1,6,Basic,low
80459,43,1,0,25,95838,9,7,1991,0,0,496,2388,983,1,4,Basic,very_high
34336,92,1,1,55,8540,3,4,2013,1,0,1604,5110,630,0,5,Luxury,low
45426,64,0,0,9,27642,2,7,1994,0,1,3929,151,500,1,6,Basic,medium
42940,15,1,0,95,82359,1,9,2012,1,0,880,9484,460,1,9,Basic,medium
81492,74,0,0,61,3255,8,9,1990,1,0,2038,1404,124,1,0,Basic,very_high
96767,62,0,0,66,30455,9,4,1997,0,0,8252,8145,167,0,5,Basic,very_high
29250,3,0,1,71,88172,9,5,2015,0,1,187,3829,729,1,5,Basic,low
88367,5,0,0,7,36833,9,1,2018,0,0,8489,8246,430,0,7,Basic,very_high
49312,56,1,0,39,3763,8,7,2019,1,0,9737,9900,844,0,3,Basic,medium
22136,28,0,0,72,47709,9,5,2007,0,0,7089,3362,215,0,1,Basic,low
36343,1,1,0,39,16373,2,4,2013,1,1,6632,4399,291,1,9,Basic,low
5389,42,0,1,25,73529,1,8,2017,0,1,2030,6104,939,0,8,Basic,very_low
68035,25,0,1,41,84764,5,3,1992,0,0,1125,1319,114,1,7,Basic,high
21189,23,0,0,83,25338,5,7,1994,0,1,8252,8668,209,0,3,Basic,low
5443,7,1,0,72,7494,3,8,2010,1,0,5871,6172,335,1,6,Basic,very_low
93499,24,1,1,41,60380,3,8,2006,0,0,3038,5256,253,0,3,Basic,very_high
32497,56,0,1,20,55022,2,7,2018,0,0,8808,6207,167,1,1,Basic,low
57072,87,0,0,32,99233,2,6,2013,0,0,3694,7923,317,1,1,Basic,medium
32951,20,1,0,53,75542,5,1,1992,0,1,1204,8965,752,0,0,Basic,low
85405,63,1,1,94,84620,9,5,2005,1,1,5073,2349,443,1,8,Luxury,very_high
59099,62,0,1,89,71053,10,3,2006,0,0,6380,1659,550,0,0,Basic,medium
57962,15,1,0,93,51802,8,8,2013,0,1,2498,2453,215,1,8,Basic,medium
91952,19,1,1,80,77480,5,9,2015,1,0,6435,1458,978,0,2,Luxury,very_high
64027,94,0,1,34,30165,5,8,2021,0,0,4663,7557,860,1,9,Basic,high
54087,91,1,0,78,52966,7,9,1999,1,0,4466,6242,656,1,5,Basic,medium
86720,7,1,0,22,64090,5,2,2019,1,1,4000,6521,491,1,0,Basic,very_high
38075,72,0,1,28,10185,2,3,1995,0,1,9309,6367,420,0,8,Basic,low
59735,27,0,1,77,37524,10,6,2009,0,0,5944,5441,933,0,0,Basic,medium
10001,74,1,0,93,3767,2,5,2015,1,0,1629,9289,998,0,8,Basic,very_low
85490,75,0,1,63,64191,2,1,1992,1,1,392,3256,103,1,10,Basic,very_high
32890,3,1,0,96,59953,4,9,2003,1,1,3368,4105,495,0,10,Basic,low
91435,61,1,0,92,8192,1,10,2019,1,1,4904,9265,292,0,8,Basic,very_high
12632,47,1,0,94,4729,2,1,2012,0,1,2646,9310,633,1,9,Basic,very_low
35551,82,1,1,4,93906,6,5,1999,0,0,1082,9949,510,1,9,Basic,low
90576,95,0,0,96,55374,4,9,2009,0,0,4517,7002,298,0,4,Basic,very_high
98755,18,0,1,12,21268,4,2,2014,0,1,578,1471,273,0,8,Basic,very_high
51130,95,1,0,87,50655,9,6,1994,0,0,4977,1669,682,0,3,Basic,medium
99177,51,1,0,57,2276,8,2,2004,0,1,9729,6362,403,1,9,Basic,very_high
26486,41,0,1,9,45022,8,10,2021,0,1,5980,5506,872,1,2,Basic,low
69418,3,1,1,70,32221,3,6,1992,0,1,1835,543,314,0,6,Basic,high
36489,98,0,0,58,62456,4,9,2006,1,1,206,7357,359,1,5,Basic,low
85198,59,0,0,4,86335,9,7,1997,1,0,6092,8880,361,1,10,Basic,very_high
62483,27,1,1,76,97795,5,6,2003,1,0,3522,3566,201,0,7,Luxury,high
91395,66,0,0,71,97423,5,9,2017,0,1,3714,1724,223,1,2,Basic,very_high
35944,12,1,1,56,54988,4,2,2000,1,1,7476,3509,361,0,10,Luxury,low
14691,93,1,1,48,57643,7,6,1991,0,1,6160,2170,830,0,4,Basic,very_low
14375,1,0,1,85,60832,9,10,2019,0,0,9111,4905,402,0,4,Basic,very_low
63380,30,1,0,53,97769,3,7,1994,0,0,495,5633,687,0,2,Basic,high
831,46,0,0,86,14570,7,3,2015,1,0,5943,1113,723,1,4,Basic,very_low
24186,100,1,1,69,42375,2,9,1993,1,0,2481,3336,908,1,3,Luxury,low
87500,29,1,0,1,61445,4,4,2013,0,0,4042,9438,120,0,1,Basic,very_high
8028,74,0,0,36,75459,3,5,1994,0,1,4987,4315,546,0,3,Basic,very_low
40619,50,1,0,27,84676,4,1,1993,1,1,4313,2008,939,0,3,Basic,medium
40987,99,0,0,77,44273,2,2,1995,0,0,4564,7576,942,0,8,Basic,medium
22811,75,1,0,50,19684,2,4,2016,0,1,9974,4388,355,1,2,Basic,low
97763,85,0,1,98,93195,4,4,2004,0,1,303,8287,363,1,0,Basic,very_high
43906,55,0,1,73,48720,10,9,2013,0,1,3357,9036,623,0,4,Basic,medium
58623,42,0,1,15,51826,1,7,1996,0,0,3185,9226,755,1,4,Basic,medium
51813,48,0,0,97,69044,8,5,2009,1,1,5255,4823,278,1,8,Basic,medium
60162,93,1,0,9,69653,5,9,2014,1,1,874,2635,101,1,9,Basic,high
3190,59,0,0,95,35955,6,6,2004,1,1,9709,6168,338,0,5,Basic,very_low
96251,12,0,0,7,66528,2,8,2018,0,1,4166,6782,665,1,9,Basic,very_high
26089,30,1,1,6,56280,9,2,2013,1,1,4029,7946,554,0,9,Luxury,low
76184,58,0,1,17,58511,7,9,2010,1,1,7975,8458,647,0,6,Basic,high
5802,99,0,0,61,3565,6,1,2010,1,1,542,9793,465,1,9,Basic,very_low
5340,86,0,0,44,13348,2,10,2011,0,0,2155,7363,419,1,2,Basic,very_low
39129,76,0,1,26,36562,9,10,1996,1,1,4674,8150,737,1,8,Basic,low
85512,64,1,1,73,57918,4,10,1994,1,0,4707,8481,302,0,9,Luxury,very_high
816,7,0,1,48,68021,10,3,2003,0,0,3587,8088,726,0,0,Basic,very_low
96719,96,1,1,73,21010,7,3,2020,1,0,9415,7587,928,1,8,Luxury,very_high
59547,97,0,1,84,1893,7,2,2016,1,0,2680,7716,946,0,3,Basic,medium
50109,4,1,1,27,34622,5,1,2018,1,0,478,2348,690,0,4,Luxury,medium
35145,44,0,0,8,17127,3,2,2008,1,0,6162,4839,506,0,7,Basic,low
90777,78,0,0,8,11891,10,5,2009,0,1,5120,5209,744,0,6,Basic,very_high
70614,15,1,1,100,61317,10,5,2010,1,1,4845,8727,991,0,2,Luxury,high
24559,49,1,0,60,54897,6,5,2020,0,0,4962,4583,273,0,4,Basic,low
64250,8,0,0,10,35402,3,9,2001,1,1,4703,17,487,0,4,Basic,high
26162,32,0,1,61,11219,6,8,2001,1,1,3363,7080,476,1,7,Basic,low
68731,24,1,0,70,40147,4,8,1993,0,0,1954,3066,938,1,3,Basic,high
17685,13,0,1,46,5544,3,4,1997,1,1,4525,5811,153,0,4,Basic,very_low
18244,9,1,0,24,65448,3,5,2014,0,1,3659,3569,923,0,5,Basic,very_low
92445,92,1,0,43,46253,8,2,2017,1,0,283,1114,989,0,4,Basic,very_high
93466,6,0,0,27,46696,8,9,2007,1,0,3103,7661,166,1,10,Basic,very_high
47938,17,0,0,68,64247,7,1,2013,0,1,327,209,352,1,8,Basic,medium
29356,96,1,1,46,4864,4,9,1990,1,1,1780,393,413,1,3,Luxury,low
47534,47,1,0,9,93881,5,5,1999,1,0,6946,8394,631,0,9,Basic,medium
49399,76,1,1,38,20421,8,8,2001,1,0,8078,8975,242,1,0,Luxury,medium
55035,98,1,0,92,17234,6,10,2021,1,0,8272,2080,822,1,4,Basic,medium
99338,73,0,1,88,16935,6,1,2007,1,1,7399,2750,867,1,3,Basic,very_high
18706,14,0,1,58,85602,6,4,2012,0,1,6232,4431,287,1,7,Basic,very_low
47651,32,0,0,54,60052,8,7,2014,0,0,8258,9801,996,1,1,Basic,medium
33028,62,0,1,4,28557,6,2,2016,0,0,6303,6778,211,0,6,Basic,low
40286,85,0,1,51,21492,8,2,1993,1,0,5570,6932,500,1,9,Basic,medium
69320,22,1,0,45,99277,6,6,2017,0,1,3636,6066,476,1,0,Basic,high
20105,98,0,1,20,7133,6,9,1999,1,0,5797,4324,836,1,4,Basic,low
52151,56,1,1,1,44813,1,8,2011,1,0,4450,9406,405,1,10,Luxury,medium
29556,91,1,1,33,43869,2,4,1990,1,0,6403,5380,677,0,2,Luxury,low
76859,82,1,0,13,73715,2,9,1996,0,1,9005,4019,826,1,1,Basic,high
15434,21,0,1,67,24854,6,2,1995,0,0,4437,3913,130,1,6,Basic,very_low
53313,19,1,0,35,21415,8,4,1995,1,0,2157,5123,352,0,4,Basic,medium
96877,77,1,0,94,77155,2,1,1992,0,0,9944,5824,481,1,2,Basic,very_high
87204,87,0,0,90,77296,3,1,2007,1,1,6225,8458,192,0,4,Basic,very_high
44524,21,1,0,47,19835,4,6,2011,0,0,2638,6133,181,1,0,Basic,medium
41303,43,0,0,29,33769,2,2,2021,0,0,2712,8350,625,0,3,Basic,medium
51214,19,0,0,77,69954,10,10,2002,1,0,6970,5278,223,1,0,Basic,medium
5853,98,0,1,95,80762,4,5,1996,0,1,2243,9048,269,0,4,Basic,very_low
56284,58,1,0,5,42113,8,10,2019,0,0,2349,8390,372,0,6,Basic,medium
17345,42,1,0,22,41130,10,7,2019,0,0,2768,9990,919,0,4,Basic,very_low
87186,13,0,1,98,78043,10,2,2006,1,0,5269,1871,580,0,1,Basic,very_high
87718,94,1,1,2,3448,2,10,1992,0,0,8970,2755,911,0,2,Basic,very_high
35585,87,0,0,65,22394,4,10,2008,1,0,8902,3893,625,0,6,Basic,low
68275,93,0,1,54,82905,4,6,2020,1,0,3586,6606,104,1,6,Basic,high
27171,63,1,0,93,64977,9,7,1997,0,0,1981,546,681,1,9,Basic,low
5157,58,1,1,65,76391,9,9,1998,1,1,8074,2464,422,1,5,Luxury,very_low
20572,37,1,0,13,25928,3,10,2004,0,0,5688,3570,259,0,3,Basic,low
51497,16,1,0,36,78111,2,9,1998,1,0,3139,3761,754,1,4,Basic,medium
95630,42,1,1,90,97422,9,10,2001,0,0,5966,2659,395,0,4,Basic,very_high
89245,56,1,0,34,82900,3,7,2021,1,0,151,8938,319,1,1,Basic,very_high
77591,36,1,0,79,48726,8,7,2002,1,0,7732,7509,127,0,1,Basic,high
51482,39,1,1,22,72829,2,2,2004,0,0,6595,1822,523,0,4,Basic,medium
61089,8,1,0,14,37124,5,7,1991,0,1,8139,8026,359,0,10,Basic,high
33647,9,0,1,78,66529,2,5,2020,0,1,6228,6742,700,1,5,Basic,low
27423,47,0,0,45,75443,2,4,2020,0,0,8676,3994,275,1,8,Basic,low
57720,35,1,1,14,88487,10,6,2017,1,0,3550,6304,794,1,9,Luxury,medium
62964,16,0,0,13,19738,10,10,1990,0,1,7792,1247,778,1,4,Basic,high
8922,15,1,0,11,40862,2,3,2014,1,1,1832,6736,878,0,3,Basic,very_low
57915,25,0,1,84,87517,10,4,2007,1,1,3394,4287,640,0,5,Basic,medium
80068,50,1,0,62,67281,8,10,2008,0,1,2497,8407,936,0,9,Basic,very_high
16735,92,0,1,80,34430,9,9,2010,1,1,2664,182,759,0,1,Basic,very_low
58304,1,0,1,13,52299,7,6,1996,0,0,2895,1022,158,1,10,Basic,medium
69592,68,1,0,10,94229,7,8,2000,1,1,6283,7414,811,0,7,Basic,high
37961,67,1,0,85,17385,8,2,2011,1,1,2733,9597,170,0,5,Basic,low
33779,69,1,1,46,93149,2,6,2009,0,1,6656,1594,881,1,6,Basic,low
48880,56,1,1,45,61269,10,6,2019,0,1,9333,9199,673,0,2,Basic,medium
35307,50,0,0,66,27774,4,8,2000,0,0,1656,5414,332,0,5,Basic,low
72871,100,1,1,85,59245,4,6,2008,1,0,4451,4499,217,1,9,Luxury,high
94388,7,1,0,81,41690,8,8,1996,1,0,7739,1176,741,0,8,Basic,very_high
63267,74,1,0,36,67149,5,6,2007,0,0,988,5333,316,0,3,Basic,high
81668,40,1,1,28,10622,3,2,2019,1,0,4806,8474,543,0,6,Luxury,very_high
27632,62,0,1,88,62167,8,10,1991,1,0,480,937,279,0,10,Basic,low
77027,44,0,0,25,22176,4,10,1996,1,1,6206,313,690,1,8,Basic,high
49729,3,1,0,89,11183,9,10,1991,1,1,1545,4051,443,1,0,Basic,medium
92942,51,0,0,38,85018,9,10,2001,1,0,389,4924,513,1,3,Basic,very_high
81112,91,0,1,20,23925,5,2,1995,1,1,5331,2507,668,1,6,Basic,very_high
68224,12,1,0,14,59027,7,2,2017,0,1,1292,6865,525,1,8,Basic,high
6036,86,1,0,46,73311,4,2,2015,0,0,5060,1128,780,0,5,Basic,very_low
82244,81,0,1,28,17611,2,4,2001,0,1,391,2077,936,0,3,Basic,very_high
98045,21,1,1,62,51296,9,10,1995,1,0,7184,3182,691,1,3,Luxury,very_high
78741,54,0,1,60,54734,10,2,2005,0,0,9057,5024,402,0,2,Basic,high
13982,75,1,1,71,93680,10,5,2016,1,0,462,8938,564,1,6,Luxury,very_low
8904,96,1,1,37,47762,5,9,2016,0,0,173,6306,120,0,8,Basic,very_low
23444,72,0,1,62,29408,2,1,2019,0,1,3821,4186,348,1,4,Basic,low
16977,46,1,1,54,36800,3,6,2019,0,1,8832,4081,416,0,6,Basic,very_low
47063,19,0,0,44,77177,2,6,1993,1,1,9138,5404,249,1,7,Basic,medium
43332,60,0,1,24,16226,5,5,2002,0,1,9557,9617,321,0,4,Basic,medium
43587,83,0,0,26,7076,10,9,2005,1,0,8824,818,591,1,3,Basic,medium
56694,26,0,0,46,41255,8,4,1992,1,1,9061,3036,376,1,10,Basic,medium
7472,14,0,1,16,79447,10,3,1991,1,0,1922,9826,208,0,10,Basic,very_low
91559,36,0,1,21,82521,6,2,2007,0,1,788,4788,132,1,8,Basic,very_high
87668,58,0,0,56,18473,7,7,2017,1,0,9625,7161,590,1,6,Basic,very_high
53359,28,0,0,47,74164,9,6,2018,0,1,2648,3286,652,1,5,Basic,medium
77446,14,1,1,2,97611,7,3,2003,0,0,6338,9565,454,1,5,Basic,high
137,32,0,1,47,40384,5,1,2021,0,1,6831,1323,242,0,9,Basic,very_low
82468,24,0,1,1,92478,5,2,1999,0,1,3756,9908,292,1,10,Basic,very_high
50578,18,1,1,97,20843,6,8,1991,1,1,2729,777,614,0,4,Luxury,medium
99491,47,1,0,51,86141,9,1,2000,0,1,4292,9878,738,0,1,Basic,very_high
51999,10,0,0,85,86210,1,9,2017,1,1,1815,8565,539,1,2,Basic,medium
67302,75,1,0,37,27333,1,5,2013,0,0,6416,3587,349,1,2,Basic,high
41998,74,1,0,17,32039,6,1,1990,1,0,6838,4925,828,0,9,Basic,medium
831,46,0,0,86,14570,7,3,2015,1,0,5943,1113,723,1,4,Basic,very_low
26539,38,1,0,88,6769,4,4,1996,1,0,8833,7125,628,1,10,Basic,low
63875,53,1,1,14,54408,7,3,1999,1,0,4139,7178,152,0,6,Luxury,high
94707,30,0,1,1,72014,1,7,2014,1,0,2933,694,276,1,6,Basic,very_high
55617,24,1,1,55,69618,1,10,2019,1,1,2478,1511,147,0,1,Luxury,medium
98566,16,1,1,83,24305,7,7,1996,0,1,5370,4190,473,1,6,Basic,very_high
25066,8,1,0,85,51042,8,1,1993,0,1,211,579,649,0,3,Basic,low
89071,48,0,0,91,17916,8,8,2008,1,1,5942,7227,649,1,9,Basic,very_high
86163,4,0,0,59,77659,2,9,2020,0,0,342,8276,953,1,0,Basic,very_high
25813,23,1,0,7,84544,5,4,2018,1,1,5695,1411,202,0,3,Basic,low
78897,58,0,1,96,88501,1,5,2007,0,0,1913,5637,765,1,0,Basic,high
31692,7,1,0,36,37726,7,4,2007,0,0,1694,20,489,0,2,Basic,low
19674,84,1,1,32,35977,10,1,2021,0,1,4630,8988,409,1,9,Basic,very_low
21413,34,1,1,72,42530,8,6,2000,0,1,1799,2781,607,0,4,Basic,low
4039,92,0,0,9,26689,5,3,1991,0,0,3277,7419,574,1,6,Basic,very_low
82006,16,1,0,61,34993,5,6,2015,0,0,732,2136,143,1,4,Basic,very_high
94036,18,0,0,19,79418,10,9,2001,1,1,5913,178,986,0,10,Basic,very_high
71061,42,0,0,75,35582,6,4,1993,1,1,7747,862,466,1,5,Basic,high
94486,55,0,0,91,82399,5,5,1992,0,1,8821,4737,526,1,7,Basic,very_high
85238,3,0,1,4,90580,10,9,2008,0,1,7120,7161,399,1,10,Basic,very_high
43665,51,0,1,43,14349,2,10,2004,1,0,9936,3646,293,1,5,Basic,medium
73235,27,1,0,22,48606,2,9,1995,1,0,9660,1464,153,0,0,Basic,high
23770,48,0,0,52,82235,1,6,1990,0,0,8886,1620,343,0,9,Basic,low
8941,4,0,0,94,7455,8,5,2012,0,0,7273,4065,987,0,1,Basic,very_low
52756,76,1,1,54,82737,7,3,1998,1,0,4010,8343,260,0,10,Luxury,medium
20001,37,1,0,48,52650,2,8,2013,0,0,7270,9374,919,1,7,Basic,very_low
742,92,0,1,62,78378,8,5,1992,0,0,2364,2212,964,1,9,Basic,very_low
88240,57,0,1,41,67863,6,10,1998,1,1,4460,2569,125,1,5,Basic,very_high
48452,5,1,0,53,71646,7,1,1997,1,1,8321,1905,482,0,10,Basic,medium
90837,37,1,1,61,91838,8,8,1999,1,1,6327,2299,667,0,0,Luxury,very_high
